Date_ID,Day of Week,Month,Day,Year
1165,Tuesday,Mar,11,2014
861,Saturday,May,11,2013
589,Sunday,Aug,12,2012
151,Monday,Jul,13,2015
822,Tuesday,Apr,2,2013
1226,Sunday,May,11,2014
88,Monday,Dec,14,2015
565,Thursday,Jul,19,2012
90,Monday,Sep,7,2015
1214,Tuesday,Apr,29,2014
623,Saturday,Sep,15,2012
758,Monday,Jan,28,2013
526,Sunday,Jun,10,2012
904,Sunday,Jun,23,2013
598,Tuesday,Aug,21,2012
97,Wednesday,Jul,29,2015
371,Saturday,Jan,7,2012
98,Tuesday,Oct,20,2015
415,Monday,Feb,20,2012
104,Wednesday,Nov,18,2015
378,Saturday,Jan,14,2012
106,Friday,Feb,6,2015
785,Sunday,Feb,24,2013
107,Saturday,Dec,5,2015
1277,Tuesday,Jul,1,2014
747,Thursday,Jan,17,2013
1113,Saturday,Jan,18,2014
1454,Thursday,Dec,25,2014
112,Friday,Jul,24,2015
1106,Saturday,Jan,11,2014
859,Thursday,May,9,2013
566,Friday,Jul,20,2012
722,Sunday,Dec,23,2012
806,Sunday,Mar,17,2013
1234,Monday,May,19,2014
1122,Monday,Jan,27,2014
118,Monday,Sep,28,2015
776,Friday,Feb,15,2013
520,Monday,Jun,4,2012
761,Thursday,Jan,31,2013
1250,Wednesday,Jun,4,2014
374,Tuesday,Jan,10,2012
126,Thursday,Aug,13,2015
1216,Thursday,May,1,2014
128,Friday,Nov,20,2015
383,Thursday,Jan,19,2012
1091,Friday,Dec,27,2013
775,Thursday,Feb,14,2013
1436,Sunday,Dec,7,2014
649,Thursday,Oct,11,2012
619,Tuesday,Sep,11,2012
1383,Wednesday,Oct,15,2014
1408,Sunday,Nov,9,2014
757,Sunday,Jan,27,2013
549,Tuesday,Jul,3,2012
670,Thursday,Nov,1,2012
139,Saturday,Apr,4,2015
545,Friday,Jun,29,2012
1075,Wednesday,Dec,11,2013
1167,Thursday,Mar,13,2014
1303,Sunday,Jul,27,2014
1090,Thursday,Dec,26,2013
142,Monday,Apr,13,2015
143,Friday,Oct,2,2015
689,Tuesday,Nov,20,2012
938,Saturday,Jul,27,2013
486,Tuesday,May,1,2012
1171,Monday,Mar,17,2014
617,Sunday,Sep,9,2012
586,Thursday,Aug,9,2012
816,Wednesday,Mar,27,2013
148,Thursday,Jun,11,2015
431,Wednesday,Mar,7,2012
916,Friday,Jul,5,2013
804,Friday,Mar,15,2013
772,Monday,Feb,11,2013
690,Wednesday,Nov,21,2012
691,Thursday,Nov,22,2012
227,Sunday,Mar,22,2015
1359,Sunday,Sep,21,2014
931,Saturday,Jul,20,2013
1411,Wednesday,Nov,12,2014
656,Thursday,Oct,18,2012
1274,Saturday,Jun,28,2014
894,Thursday,Jun,13,2013
917,Saturday,Jul,6,2013
817,Thursday,Mar,28,2013
163,Saturday,Jan,17,2015
370,Friday,Jan,6,2012
1416,Monday,Nov,17,2014
1353,Monday,Sep,15,2014
165,Monday,Jan,5,2015
730,Monday,Dec,31,2012
801,Tuesday,Mar,12,2013
636,Friday,Sep,28,2012
1421,Saturday,Nov,22,2014
171,Thursday,Apr,9,2015
173,Wednesday,Nov,25,2015
1438,Tuesday,Dec,9,2014
703,Tuesday,Dec,4,2012
1185,Monday,Mar,31,2014
176,Tuesday,Jan,6,2015
662,Wednesday,Oct,24,2012
462,Saturday,Apr,7,2012
571,Wednesday,Jul,25,2012
178,Sunday,Apr,5,2015
732,Wednesday,Jan,2,2013
514,Tuesday,May,29,2012
791,Saturday,Mar,2,2013
1393,Saturday,Oct,25,2014
183,Wednesday,Jul,1,2015
1126,Friday,Jan,31,2014
184,Sunday,Jan,25,2015
185,Monday,May,4,2015
1022,Saturday,Oct,19,2013
1136,Monday,Feb,10,2014
847,Saturday,Apr,27,2013
188,Saturday,May,23,2015
915,Thursday,Jul,4,2013
1191,Sunday,Apr,6,2014
108,Sunday,Sep,6,2015
193,Monday,Jun,8,2015
533,Sunday,Jun,17,2012
1180,Wednesday,Mar,26,2014
197,Sunday,Jun,21,2015
473,Wednesday,Apr,18,2012
458,Tuesday,Apr,3,2012
1374,Monday,Oct,6,2014
1291,Tuesday,Jul,15,2014
199,Wednesday,Jan,21,2015
200,Wednesday,May,20,2015
201,Friday,Mar,27,2015
202,Monday,Feb,2,2015
956,Wednesday,Aug,14,2013
666,Sunday,Oct,28,2012
672,Saturday,Nov,3,2012
593,Thursday,Aug,16,2012
960,Sunday,Aug,18,2013
204,Tuesday,Dec,1,2015
475,Friday,Apr,20,2012
934,Tuesday,Jul,23,2013
205,Sunday,Jun,7,2015
540,Sunday,Jun,24,2012
398,Friday,Feb,3,2012
1080,Monday,Dec,16,2013
208,Tuesday,Jan,20,2015
1349,Thursday,Sep,11,2014
210,Friday,Jun,19,2015
944,Friday,Aug,2,2013
215,Wednesday,Feb,18,2015
1392,Friday,Oct,24,2014
719,Thursday,Dec,20,2012
946,Sunday,Aug,4,2013
1457,Sunday,Dec,28,2014
1118,Thursday,Jan,23,2014
572,Thursday,Jul,26,2012
222,Tuesday,May,12,2015
223,Friday,Aug,14,2015
1307,Thursday,Jul,31,2014
1114,Sunday,Jan,19,2014
1018,Tuesday,Oct,15,2013
406,Saturday,Feb,11,2012
550,Wednesday,Jul,4,2012
229,Tuesday,Feb,3,2015
231,Wednesday,Jan,28,2015
468,Friday,Apr,13,2012
1283,Monday,Jul,7,2014
232,Tuesday,Jul,21,2015
1384,Thursday,Oct,16,2014
236,Monday,May,18,2015
968,Monday,Aug,26,2013
1013,Thursday,Oct,10,2013
239,Saturday,Mar,21,2015
696,Tuesday,Nov,27,2012
241,Monday,Nov,30,2015
385,Saturday,Jan,21,2012
392,Saturday,Jan,28,2012
245,Saturday,Feb,7,2015
885,Tuesday,Jun,4,2013
798,Saturday,Mar,9,2013
492,Monday,May,7,2012
487,Wednesday,May,2,2012
251,Tuesday,Dec,8,2015
497,Saturday,May,12,2012
1275,Sunday,Jun,29,2014
257,Tuesday,Jun,30,2015
258,Monday,May,11,2015
1024,Monday,Oct,21,2013
259,Monday,Jul,20,2015
887,Thursday,Jun,6,2013
1096,Wednesday,Jan,1,2014
264,Tuesday,Dec,15,2015
596,Sunday,Aug,19,2012
844,Wednesday,Apr,24,2013
265,Sunday,May,31,2015
950,Thursday,Aug,8,2013
1337,Saturday,Aug,30,2014
509,Thursday,May,24,2012
543,Wednesday,Jun,27,2012
723,Monday,Dec,24,2012
1460,Wednesday,Dec,31,2014
842,Monday,Apr,22,2013
1348,Wednesday,Sep,10,2014
1189,Friday,Apr,4,2014
1263,Tuesday,Jun,17,2014
510,Friday,May,25,2012
1286,Thursday,Jul,10,2014
401,Monday,Feb,6,2012
782,Thursday,Feb,21,2013
784,Saturday,Feb,23,2013
1179,Tuesday,Mar,25,2014
1015,Saturday,Oct,12,2013
731,Tuesday,Jan,1,2013
889,Saturday,Jun,8,2013
562,Monday,Jul,16,2012
453,Thursday,Mar,29,2012
286,Sunday,Oct,4,2015
911,Sunday,Jun,30,2013
846,Friday,Apr,26,2013
296,Friday,Mar,20,2015
297,Tuesday,Dec,22,2015
298,Friday,Nov,13,2015
1427,Friday,Nov,28,2014
299,Thursday,Jan,1,2015
1324,Sunday,Aug,17,2014
372,Sunday,Jan,8,2012
850,Tuesday,Apr,30,2013
504,Saturday,May,19,2012
304,Saturday,Jul,18,2015
1360,Monday,Sep,22,2014
699,Friday,Nov,30,2012
366,Monday,Jan,2,2012
1382,Tuesday,Oct,14,2014
985,Thursday,Sep,12,2013
640,Tuesday,Oct,2,2012
614,Thursday,Sep,6,2012
713,Friday,Dec,14,2012
413,Saturday,Feb,18,2012
585,Wednesday,Aug,8,2012
310,Thursday,Apr,16,2015
639,Monday,Oct,1,2012
661,Tuesday,Oct,23,2012
1062,Thursday,Nov,28,2013
1245,Friday,May,30,2014
981,Sunday,Sep,8,2013
450,Monday,Mar,26,2012
721,Saturday,Dec,22,2012
949,Wednesday,Aug,7,2013
899,Tuesday,Jun,18,2013
317,Sunday,Apr,19,2015
1322,Friday,Aug,15,2014
1188,Thursday,Apr,3,2014
530,Thursday,Jun,14,2012
688,Monday,Nov,19,2012
452,Wednesday,Mar,28,2012
479,Tuesday,Apr,24,2012
325,Tuesday,Jun,16,2015
840,Saturday,Apr,20,2013
1423,Monday,Nov,24,2014
403,Wednesday,Feb,8,2012
330,Wednesday,Mar,25,2015
331,Tuesday,Jan,13,2015
727,Friday,Dec,28,2012
1166,Wednesday,Mar,12,2014
337,Saturday,Nov,28,2015
1264,Wednesday,Jun,18,2014
700,Saturday,Dec,1,2012
1098,Friday,Jan,3,2014
344,Sunday,Dec,27,2015
345,Monday,Jan,19,2015
1173,Wednesday,Mar,19,2014
1398,Thursday,Oct,30,2014
346,Tuesday,Mar,17,2015
780,Tuesday,Feb,19,2013
169,Friday,Sep,18,2015
350,Tuesday,Sep,29,2015
351,Monday,Nov,2,2015
947,Monday,Aug,5,2013
755,Friday,Jan,25,2013
454,Friday,Mar,30,2012
360,Tuesday,Mar,3,2015
472,Tuesday,Apr,17,2012
1125,Thursday,Jan,30,2014
363,Sunday,Nov,8,2015
1068,Wednesday,Dec,4,2013
1261,Sunday,Jun,15,2014
1339,Monday,Sep,1,2014
966,Saturday,Aug,24,2013
364,Saturday,Sep,5,2015
918,Sunday,Jul,7,2013
559,Friday,Jul,13,2012
4,Wednesday,Feb,25,2015
1074,Tuesday,Dec,10,2013
424,Wednesday,Feb,29,2012
375,Wednesday,Jan,11,2012
763,Saturday,Feb,2,2013
1364,Friday,Sep,26,2014
1005,Wednesday,Oct,2,2013
671,Friday,Nov,2,2012
694,Sunday,Nov,25,2012
1145,Wednesday,Feb,19,2014
422,Monday,Feb,27,2012
1442,Saturday,Dec,13,2014
992,Thursday,Sep,19,2013
16,Friday,Apr,24,2015
1280,Friday,Jul,4,2014
457,Monday,Apr,2,2012
409,Tuesday,Feb,14,2012
660,Monday,Oct,22,2012
808,Tuesday,Mar,19,2013
25,Tuesday,Aug,18,2015
26,Monday,Jul,6,2015
1259,Friday,Jun,13,2014
1443,Sunday,Dec,14,2014
1164,Monday,Mar,10,2014
1424,Tuesday,Nov,25,2014
31,Monday,Aug,3,2015
437,Tuesday,Mar,13,2012
839,Friday,Apr,19,2013
433,Friday,Mar,9,2012
449,Sunday,Mar,25,2012
668,Tuesday,Oct,30,2012
1097,Thursday,Jan,2,2014
1002,Sunday,Sep,29,2013
37,Monday,Sep,14,2015
1265,Thursday,Jun,19,2014
1450,Sunday,Dec,21,2014
41,Friday,Jun,5,2015
42,Monday,Sep,21,2015
1155,Saturday,Mar,1,2014
858,Wednesday,May,8,2013
423,Tuesday,Feb,28,2012
46,Saturday,Sep,26,2015
965,Friday,Aug,23,2013
1334,Wednesday,Aug,27,2014
1210,Friday,Apr,25,2014
60,Thursday,Oct,15,2015
601,Friday,Aug,24,2012
64,Monday,Aug,31,2015
519,Sunday,Jun,3,2012
1305,Tuesday,Jul,29,2014
1304,Monday,Jul,28,2014
1253,Saturday,Jun,7,2014
256,Saturday,Aug,22,2015
989,Monday,Sep,16,2013
638,Sunday,Sep,30,2012
512,Sunday,May,27,2012
70,Wednesday,Dec,9,2015
680,Sunday,Nov,11,2012
1004,Tuesday,Oct,1,2013
951,Friday,Aug,9,2013
489,Friday,May,4,2012
1417,Tuesday,Nov,18,2014
841,Sunday,Apr,21,2013
715,Sunday,Dec,16,2012
73,Thursday,Mar,5,2015
848,Sunday,Apr,28,2013
74,Friday,May,22,2015
131,Monday,Apr,27,2015
1077,Friday,Dec,13,2013
733,Thursday,Jan,3,2013
884,Monday,Jun,3,2013
726,Thursday,Dec,27,2012
80,Saturday,Apr,11,2015
83,Tuesday,Jun,23,2015
1017,Monday,Oct,14,2013
482,Friday,Apr,27,2012
84,Tuesday,Sep,8,2015
626,Tuesday,Sep,18,2012
1315,Friday,Aug,8,2014
924,Saturday,Jul,13,2013
759,Tuesday,Jan,29,2013
902,Friday,Jun,21,2013
461,Friday,Apr,6,2012
1426,Thursday,Nov,27,2014
89,Friday,Apr,3,2015
843,Tuesday,Apr,23,2013
883,Sunday,Jun,2,2013
488,Thursday,May,3,2012
853,Friday,May,3,2013
493,Tuesday,May,8,2012
555,Monday,Jul,9,2012
635,Thursday,Sep,27,2012
720,Friday,Dec,21,2012
1418,Wednesday,Nov,19,2014
677,Thursday,Nov,8,2012
907,Wednesday,Jun,26,2013
561,Sunday,Jul,15,2012
428,Sunday,Mar,4,2012
102,Tuesday,Apr,7,2015
1081,Tuesday,Dec,17,2013
103,Wednesday,Jul,8,2015
1290,Monday,Jul,14,2014
190,Friday,Sep,11,2015
1430,Monday,Dec,1,2014
381,Tuesday,Jan,17,2012
110,Sunday,Dec,13,2015
932,Sunday,Jul,21,2013
365,Sunday,Jan,1,2012
456,Sunday,Apr,1,2012
717,Tuesday,Dec,18,2012
628,Thursday,Sep,20,2012
1104,Thursday,Jan,9,2014
869,Sunday,May,19,2013
734,Friday,Jan,4,2013
953,Sunday,Aug,11,2013
340,Sunday,Aug,30,2015
977,Wednesday,Sep,4,2013
123,Monday,Feb,16,2015
1235,Tuesday,May,20,2014
125,Tuesday,Aug,11,2015
127,Thursday,Aug,20,2015
421,Sunday,Feb,26,2012
1256,Tuesday,Jun,10,2014
1390,Wednesday,Oct,22,2014
1182,Friday,Mar,28,2014
130,Monday,Oct,12,2015
135,Thursday,May,7,2015
136,Thursday,Mar,19,2015
137,Thursday,Nov,26,2015
1402,Monday,Nov,3,2014
1247,Sunday,Jun,1,2014
318,Tuesday,Feb,24,2015
1405,Thursday,Nov,6,2014
1158,Tuesday,Mar,4,2014
987,Saturday,Sep,14,2013
1206,Monday,Apr,21,2014
740,Thursday,Jan,10,2013
145,Monday,Mar,9,2015
146,Thursday,Sep,24,2015
1048,Thursday,Nov,14,2013
548,Monday,Jul,2,2012
868,Saturday,May,18,2013
528,Tuesday,Jun,12,2012
955,Tuesday,Aug,13,2013
1238,Friday,May,23,2014
1244,Thursday,May,29,2014
432,Thursday,Mar,8,2012
1385,Friday,Oct,17,2014
153,Friday,Jul,31,2015
1419,Thursday,Nov,20,2014
155,Wednesday,Dec,16,2015
867,Friday,May,17,2013
1366,Sunday,Sep,28,2014
1333,Tuesday,Aug,26,2014
158,Wednesday,Aug,12,2015
710,Tuesday,Dec,11,2012
308,Sunday,Oct,18,2015
161,Wednesday,May,13,2015
1271,Wednesday,Jun,25,2014
674,Monday,Nov,5,2012
1391,Thursday,Oct,23,2014
167,Friday,Jun,26,2015
168,Saturday,Aug,29,2015
349,Thursday,May,14,2015
1355,Wednesday,Sep,17,2014
1222,Wednesday,May,7,2014
174,Monday,Jan,12,2015
1050,Saturday,Nov,16,2013
1101,Monday,Jan,6,2014
177,Sunday,Sep,13,2015
180,Friday,Feb,27,2015
1000,Friday,Sep,27,2013
181,Friday,Jun,12,2015
182,Thursday,Nov,19,2015
491,Sunday,May,6,2012
395,Tuesday,Jan,31,2012
186,Monday,Nov,9,2015
998,Wednesday,Sep,25,2013
1381,Monday,Oct,13,2014
367,Tuesday,Jan,3,2012
209,Tuesday,Jul,14,2015
1172,Tuesday,Mar,18,2014
1220,Monday,May,5,2014
650,Friday,Oct,12,2012
484,Sunday,Apr,29,2012
196,Tuesday,Aug,4,2015
1308,Friday,Aug,1,2014
1156,Sunday,Mar,2,2014
524,Friday,Jun,8,2012
426,Friday,Mar,2,2012
207,Thursday,Nov,5,2015
834,Sunday,Apr,14,2013
212,Wednesday,Aug,26,2015
213,Monday,Nov,16,2015
1326,Tuesday,Aug,19,2014
909,Friday,Jun,28,2013
1396,Tuesday,Oct,28,2014
216,Tuesday,May,26,2015
709,Monday,Dec,10,2012
217,Monday,Jun,22,2015
1448,Friday,Dec,19,2014
218,Wednesday,May,6,2015
1205,Sunday,Apr,20,2014
221,Wednesday,Jan,7,2015
9,Wednesday,Jun,17,2015
1375,Tuesday,Oct,7,2014
751,Monday,Jan,21,2013
224,Monday,Oct,19,2015
483,Saturday,Apr,28,2012
225,Sunday,Oct,25,2015
1376,Wednesday,Oct,8,2014
294,Monday,Oct,5,2015
1176,Saturday,Mar,22,2014
513,Monday,May,28,2012
240,Sunday,Mar,8,2015
1029,Saturday,Oct,26,2013
242,Wednesday,Mar,4,2015
736,Sunday,Jan,6,2013
243,Saturday,Mar,7,2015
244,Sunday,May,10,2015
597,Monday,Aug,20,2012
1378,Friday,Oct,10,2014
746,Wednesday,Jan,16,2013
1425,Wednesday,Nov,26,2014
754,Thursday,Jan,24,2013
249,Saturday,May,2,2015
773,Tuesday,Feb,12,2013
389,Wednesday,Jan,25,2012
622,Friday,Sep,14,2012
920,Tuesday,Jul,9,2013
1026,Wednesday,Oct,23,2013
1064,Saturday,Nov,30,2013
386,Sunday,Jan,22,2012
767,Wednesday,Feb,6,2013
65,Thursday,Mar,12,2015
501,Wednesday,May,16,2012
886,Wednesday,Jun,5,2013
1363,Thursday,Sep,25,2014
1298,Tuesday,Jul,22,2014
807,Monday,Mar,18,2013
642,Thursday,Oct,4,2012
595,Saturday,Aug,18,2012
266,Sunday,Feb,8,2015
369,Thursday,Jan,5,2012
1325,Monday,Aug,18,2014
1012,Wednesday,Oct,9,2013
631,Sunday,Sep,23,2012
576,Monday,Jul,30,2012
986,Friday,Sep,13,2013
629,Friday,Sep,21,2012
1148,Saturday,Feb,22,2014
1124,Wednesday,Jan,29,2014
771,Sunday,Feb,10,2013
272,Sunday,Aug,23,2015
442,Sunday,Mar,18,2012
687,Sunday,Nov,18,2012
275,Thursday,Feb,19,2015
681,Monday,Nov,12,2012
278,Wednesday,Jun,10,2015
781,Wednesday,Feb,20,2013
972,Friday,Aug,30,2013
912,Monday,Jul,1,2013
1406,Friday,Nov,7,2014
1053,Tuesday,Nov,19,2013
92,Wednesday,Dec,2,2015
1008,Saturday,Oct,5,2013
711,Wednesday,Dec,12,2012
284,Thursday,Dec,24,2015
1451,Monday,Dec,22,2014
675,Tuesday,Nov,6,2012
521,Tuesday,Jun,5,2012
927,Tuesday,Jul,16,2013
1111,Thursday,Jan,16,2014
783,Friday,Feb,22,2013
930,Friday,Jul,19,2013
1100,Sunday,Jan,5,2014
738,Tuesday,Jan,8,2013
779,Monday,Feb,18,2013
1007,Friday,Oct,4,2013
289,Tuesday,Apr,21,2015
1413,Friday,Nov,14,2014
962,Tuesday,Aug,20,2013
290,Thursday,Feb,26,2015
896,Saturday,Jun,15,2013
1441,Friday,Dec,12,2014
1082,Wednesday,Dec,18,2013
292,Wednesday,Jul,22,2015
1362,Wednesday,Sep,24,2014
295,Tuesday,Jan,27,2015
1295,Saturday,Jul,19,2014
1107,Sunday,Jan,12,2014
557,Wednesday,Jul,11,2012
1243,Wednesday,May,28,2014
1070,Friday,Dec,6,2013
1051,Sunday,Nov,17,2013
967,Sunday,Aug,25,2013
819,Saturday,Mar,30,2013
818,Friday,Mar,29,2013
1163,Sunday,Mar,9,2014
706,Friday,Dec,7,2012
1212,Sunday,Apr,27,2014
307,Monday,Feb,23,2015
655,Wednesday,Oct,17,2012
895,Friday,Jun,14,2013
1170,Sunday,Mar,16,2014
356,Saturday,Jun,27,2015
1351,Saturday,Sep,13,2014
1043,Saturday,Nov,9,2013
1320,Wednesday,Aug,13,2014
313,Thursday,Oct,22,2015
1279,Thursday,Jul,3,2014
368,Wednesday,Jan,4,2012
590,Monday,Aug,13,2012
120,Wednesday,Mar,18,2015
316,Sunday,Jul,5,2015
319,Tuesday,Mar,31,2015
1302,Saturday,Jul,26,2014
1445,Tuesday,Dec,16,2014
1329,Friday,Aug,22,2014
1044,Sunday,Nov,10,2013
471,Monday,Apr,16,2012
1314,Thursday,Aug,7,2014
1386,Saturday,Oct,18,2014
326,Friday,Jan,30,2015
531,Friday,Jun,15,2012
1055,Thursday,Nov,21,2013
959,Saturday,Aug,17,2013
743,Sunday,Jan,13,2013
745,Tuesday,Jan,15,2013
332,Monday,Dec,7,2015
362,Sunday,Sep,20,2015
1431,Tuesday,Dec,2,2014
1273,Friday,Jun,27,2014
973,Saturday,Aug,31,2013
1394,Sunday,Oct,26,2014
335,Tuesday,Aug,25,2015
828,Monday,Apr,8,2013
1052,Monday,Nov,18,2013
1270,Tuesday,Jun,24,2014
343,Monday,Jun,29,2015
1031,Monday,Oct,28,2013
802,Wednesday,Mar,13,2013
287,Sunday,Nov,1,2015
1147,Friday,Feb,21,2014
1453,Wednesday,Dec,24,2014
352,Thursday,Mar,26,2015
624,Sunday,Sep,16,2012
1019,Wednesday,Oct,16,2013
357,Friday,Nov,6,2015
358,Tuesday,May,19,2015
1281,Saturday,Jul,5,2014
926,Monday,Jul,15,2013
999,Thursday,Sep,26,2013
705,Thursday,Dec,6,2012
0,Friday,Dec,11,2015
1209,Thursday,Apr,24,2014
632,Monday,Sep,24,2012
976,Tuesday,Sep,3,2013
10,Monday,Dec,21,2015
923,Friday,Jul,12,2013
826,Saturday,Apr,6,2013
1434,Friday,Dec,5,2014
380,Monday,Jan,16,2012
1439,Wednesday,Dec,10,2014
1217,Friday,May,2,2014
872,Wednesday,May,22,2013
860,Friday,May,10,2013
961,Monday,Aug,19,2013
1387,Sunday,Oct,19,2014
584,Tuesday,Aug,7,2012
1252,Friday,Jun,6,2014
17,Friday,Sep,4,2015
922,Thursday,Jul,11,2013
1201,Wednesday,Apr,16,2014
1030,Sunday,Oct,27,2013
314,Monday,Aug,24,2015
1289,Sunday,Jul,13,2014
1071,Saturday,Dec,7,2013
1161,Friday,Mar,7,2014
18,Saturday,Oct,31,2015
753,Wednesday,Jan,23,2013
813,Sunday,Mar,24,2013
21,Friday,Oct,9,2015
873,Thursday,May,23,2013
890,Sunday,Jun,9,2013
388,Tuesday,Jan,24,2012
1089,Wednesday,Dec,25,2013
810,Thursday,Mar,21,2013
1149,Sunday,Feb,23,2014
1399,Friday,Oct,31,2014
1317,Sunday,Aug,10,2014
1228,Tuesday,May,13,2014
814,Monday,Mar,25,2013
33,Sunday,Jan,4,2015
34,Saturday,Dec,19,2015
1369,Wednesday,Oct,1,2014
1038,Monday,Nov,4,2013
36,Thursday,Oct,29,2015
1183,Saturday,Mar,29,2014
517,Friday,Jun,1,2012
888,Friday,Jun,7,2013
1086,Sunday,Dec,22,2013
1035,Friday,Nov,1,2013
898,Monday,Jun,17,2013
49,Friday,Feb,13,2015
1377,Thursday,Oct,9,2014
448,Saturday,Mar,24,2012
53,Tuesday,Jul,28,2015
54,Saturday,Feb,14,2015
523,Thursday,Jun,7,2012
1352,Sunday,Sep,14,2014
707,Saturday,Dec,8,2012
405,Friday,Feb,10,2012
993,Friday,Sep,20,2013
61,Tuesday,Sep,22,2015
425,Thursday,Mar,1,2012
62,Saturday,Jul,4,2015
851,Wednesday,May,1,2013
460,Thursday,Apr,5,2012
1301,Friday,Jul,25,2014
1011,Tuesday,Oct,8,2013
481,Thursday,Apr,26,2012
1257,Wednesday,Jun,11,2014
789,Thursday,Feb,28,2013
69,Tuesday,Nov,3,2015
1297,Monday,Jul,21,2014
1203,Friday,Apr,18,2014
71,Wednesday,Oct,28,2015
1140,Friday,Feb,14,2014
552,Friday,Jul,6,2012
876,Sunday,May,26,2013
1057,Saturday,Nov,23,2013
1010,Monday,Oct,7,2013
615,Friday,Sep,7,2012
1095,Tuesday,Dec,31,2013
874,Friday,May,24,2013
76,Sunday,Nov,29,2015
508,Wednesday,May,23,2012
929,Thursday,Jul,18,2013
79,Sunday,Feb,22,2015
982,Monday,Sep,9,2013
81,Thursday,Apr,23,2015
1356,Thursday,Sep,18,2014
85,Thursday,Nov,12,2015
908,Thursday,Jun,27,2013
87,Wednesday,Sep,9,2015
1079,Sunday,Dec,15,2013
507,Tuesday,May,22,2012
942,Wednesday,Jul,31,2013
93,Sunday,Aug,16,2015
96,Sunday,Jan,18,2015
881,Friday,May,31,2013
1103,Wednesday,Jan,8,2014
906,Tuesday,Jun,25,2013
441,Saturday,Mar,17,2012
253,Wednesday,Apr,8,2015
768,Thursday,Feb,7,2013
1132,Thursday,Feb,6,2014
1251,Thursday,Jun,5,2014
1241,Monday,May,26,2014
466,Wednesday,Apr,11,2012
113,Tuesday,Sep,15,2015
114,Wednesday,Nov,4,2015
115,Wednesday,Feb,11,2015
1223,Thursday,May,8,2014
446,Thursday,Mar,22,2012
583,Monday,Aug,6,2012
117,Friday,May,29,2015
777,Saturday,Feb,16,2013
119,Tuesday,May,5,2015
121,Friday,Jan,23,2015
122,Friday,May,15,2015
1193,Tuesday,Apr,8,2014
611,Monday,Sep,3,2012
124,Wednesday,Oct,21,2015
1092,Saturday,Dec,28,2013
1009,Sunday,Oct,6,2013
438,Wednesday,Mar,14,2012
940,Monday,Jul,29,2013
547,Sunday,Jul,1,2012
382,Wednesday,Jan,18,2012
1412,Thursday,Nov,13,2014
132,Tuesday,Mar,10,2015
1099,Saturday,Jan,4,2014
769,Friday,Feb,8,2013
133,Saturday,Jan,31,2015
799,Sunday,Mar,10,2013
1380,Sunday,Oct,12,2014
667,Monday,Oct,29,2012
1262,Monday,Jun,16,2014
621,Thursday,Sep,13,2012
809,Wednesday,Mar,20,2013
1350,Friday,Sep,12,2014
140,Sunday,Feb,15,2015
141,Sunday,Nov,22,2015
594,Friday,Aug,17,2012
144,Friday,Oct,16,2015
1409,Monday,Nov,10,2014
682,Tuesday,Nov,13,2012
1249,Tuesday,Jun,3,2014
