108,"501 Lafayette Ave, Brooklyn, NY 11205, USA"
109,"1174 Sheridan Ave, Bronx, NY 10456, USA"
110,"1335 College Ave, Bronx, NY 10456, USA"
111,"211 Grant Ave, Brooklyn, NY 11208, USA"
112,"110-5-110-11 Rockaway Blvd, South Ozone Park, NY 11420, USA"
113,"1711 Newkirk Ave, Brooklyn, NY 11226, USA"
114,"2019-2023 Stillwell Ave, Brooklyn, NY 11223, USA"
115,"1605-1625 Fulton St, Brooklyn, NY 11213, USA"
116,"1 Pavillion Hill Terrace, Staten Island, NY 10301, USA"
117,"152-160 W Burnside Ave, Bronx, NY 10453, USA"
118,"1746 Andrews Ave S, Bronx, NY 10453, USA"
119,"351-357 E 143rd St, Bronx, NY 10454, USA"
120,"1532 Townsend Ave, Bronx, NY 10452, USA"
121,"20 Amboy St, Brooklyn, NY 11212, USA"
122,"49-71 Riverdale Ave, Brooklyn, NY 11212, USA"
123,"95-20-95-22 134th St, South Richmond Hill, NY 11419, USA"
124,"1484 Park Pl, Brooklyn, NY 11213, USA"
125,"405-443 E 105th St, New York, NY 10029, USA"
126,"4001-4021 Bronxwood Ave, Bronx, NY 10466, USA"
127,"719-757 E 103rd St, Brooklyn, NY 11236, USA"
128,"2395-2399 Hoffman St, Bronx, NY 10458, USA"
129,"Forest Park Dr, Woodhaven, NY 11421, USA"
130,"244-246 Utica Ave, Brooklyn, NY 11213, USA"
131,"1081 Eastern Pkwy, Brooklyn, NY 11213, USA"
132,"239 Troy Ave, Brooklyn, NY 11213, USA"
133,"725-727 Flatbush Ave, Brooklyn, NY 11226, USA"
134,"175 Bedford Ave, Brooklyn, NY 11211, USA"
135,"906-908 Amsterdam Ave, New York, NY 10025, USA"
136,"30-91-30-99 12th St, Astoria, NY 11102, USA"
137,"3194 Bayview Ave, Brooklyn, NY 11224, USA"
138,"1596 Unionport Rd, Bronx, NY 10462, USA"
139,"875 Brook Ave, Bronx, NY 10451, USA"
140,"213 E 115th St, New York, NY 10029, USA"
141,"19 166th Pl, Jamaica, NY 11434, USA"
142,"401A Decatur St, Brooklyn, NY 11233, USA"
143,"2917-2925 Frederick Douglass Blvd, New York, NY 10039, USA"
144,"59-79 Crooke Ave, Brooklyn, NY 11226, USA"
145,"845-867 Gerard Ave, Bronx, NY 10451, USA"
146,"121-127 Van Buren St, Brooklyn, NY 11221, USA"
147,"701-723 Kingsborough 7th Walk, Brooklyn, NY 11233, USA"
148,"92 Schenck Ave, Brooklyn, NY 11207, USA"
149,"1523 Taylor Ave, Bronx, NY 10460, USA"
150,"5195-5205 Broadway, New York, NY 10034, USA"
151,"303 E 135th St, Bronx, NY 10454, USA"
152,"600-618 E 21st St, Brooklyn, NY 11226, USA"
153,"127 E 96th St, Brooklyn, NY 11212, USA"
154,"2045 1st Avenue, New York, NY 10029, USA"
155,"583 E 17th St, Brooklyn, NY 11226, USA"
156,"129-131 E 157th St, Bronx, NY 10451, USA"
157,"4428 De Reimer Ave, Bronx, NY 10466, USA"
158,"957 Hegeman Ave, Brooklyn, NY 11208, USA"
159,"582 Vermont St, Brooklyn, NY 11207, USA"
160,"618-620 E 3rd St, Brooklyn, NY 11218, USA"
161,"938-940 E 180th St, Bronx, NY 10460, USA"
162,"45 Alpine Ave, Staten Island, NY 10301, USA"
163,"111-1-111-99 71st Ave, Forest Hills, NY 11375, USA"
164,"399-401 Grand Ave, Brooklyn, NY 11238, USA"
165,"645-647 Westchester Ave, Bronx, NY 10455, USA"
166,"1532 Grand Concourse, Bronx, NY 10457, USA"
167,"172 Bushwick Ave, Brooklyn, NY 11206, USA"
168,"34 W 139th St, New York, NY 10037, USA"
169,"317-325 Sutter Ave, Brooklyn, NY 11212, USA"
170,"1851 Adee Ave, Bronx, NY 10469, USA"
171,"901-925 E 56th St, Brooklyn, NY 11234, USA"
172,"800 Bolton Ave, Bronx, NY 10473, USA"
173,"140-250 Washington Walk, Brooklyn, NY 11205, USA"
174,"211-45-211-47 Jamaica Ave, Queens Village, NY 11428, USA"
175,"85-23-85-31 115th St, Richmond Hill, NY 11418, USA"
176,"5810 Farragut Rd, Brooklyn, NY 11234, USA"
177,"2383 Atlantic Ave, Brooklyn, NY 11233, USA"
178,"808 Saratoga Ave, Brooklyn, NY 11212, USA"
179,"295-297 Mother Gaston Blvd, Brooklyn, NY 11212, USA"
180,"159 Van Buren St, Brooklyn, NY 11221, USA"
181,"450 W 162nd St, New York, NY 10032, USA"
182,"327 Weirfield St, Brooklyn, NY 11237, USA"
183,"185-0-185-98 Liberty Ave, St. Albans, NY 11412, USA"
184,"9720 Foster Ave, Brooklyn, NY 11236, USA"
185,"203 Menahan St, Brooklyn, NY 11237, USA"
186,"165 Dr Martin Luther King Jr Blvd, New York, NY 10035, USA"
187,"200 Varick St, New York, NY 10014, USA"
188,"526-564 E 169th St, Bronx, NY 10456, USA"
189,"199-201 Utica Ave, Brooklyn, NY 11213, USA"
190,"2836 Valentine Ave, Bronx, NY 10458, USA"
191,"225-229 Suydam St, Brooklyn, NY 11237, USA"
192,"2789 Bedford Ave, Brooklyn, NY 11210, USA"
193,"50 Manhattan Ave, Brooklyn, NY 11206, USA"
194,"1551-1563 Gates Ave, Brooklyn, NY 11237, USA"
195,"4501-4513 Manhattan College Pkwy, Bronx, NY 10471, USA"
196,"264 E Burnside Ave, Bronx, NY 10457, USA"
197,"2300-2324 Bragg St, Brooklyn, NY 11229, USA"
198,"590-600 Flatbush Ave, Brooklyn, NY 11225, USA"
199,"91 Essex St, New York, NY 10002, USA"
200,"272-2798 12th St, Astoria, NY 11102, USA"
201,"1163 Stratford Ave, Bronx, NY 10472, USA"
202,"25-22 Seagirt Ave, Far Rockaway, NY 11691, USA"
203,"137-199 Amersfort Pl, Brooklyn, NY 11210, USA"
204,"1037-1127 Rev James A Polite Ave, Bronx, NY 10459, USA"
205,"1337 Prospect Pl, Brooklyn, NY 11213, USA"
206,"421 Empire Blvd, Brooklyn, NY 11225, USA"
207,"35-33 76th St, Flushing, NY 11372, USA"
208,"495 Sterling Pl, Brooklyn, NY 11238, USA"
209,"Plaza St W, Brooklyn, NY 11238, USA"
210,"1672-1680 Bedford Ave, Brooklyn, NY 11225, USA"
211,"430 Park Ave, New York, NY 10022, USA"
212,"223-243 W 38th St, New York, NY 10018, USA"
213,"195-203 Albany Ave, Brooklyn, NY 11213, USA"
214,"150-99 22nd Ave, Whitestone, NY 11357, USA"
215,"221-2299 Collier Ave, Far Rockaway, NY 11691, USA"
216,"2800-2806 86th St, Brooklyn, NY 11223, USA"
217,"5098 7th Ave, Brooklyn, NY 11220, USA"
218,"516-520 E 156th St, Bronx, NY 10455, USA"
219,"271-339 Rev. Grady H. Donald Blvd, Bronx, NY 10451, USA"
220,"1807 Jerome Ave, Bronx, NY 10453, USA"
221,"1920 Church Ave, Brooklyn, NY 11226, USA"
222,"1953-1957 Clinton Ave, Bronx, NY 10457, USA"
223,"321 E 115th St, New York, NY 10029, USA"
224,"58 Fleet Walk, Brooklyn, NY 11201, USA"
225,"2620-2640 Briggs Ave, Bronx, NY 10458, USA"
226,"45060 Cross Bronx Expy, Bronx, NY 10457, USA"
227,"3417-3421 Third Ave, Bronx, NY 10456, USA"
228,"101-105 Cherry St, New York, NY 10002, USA"
229,"2400-2414 2nd Ave, New York, NY 10035, USA"
230,"27-39-27-97 Steinway St, Astoria, NY 11103, USA"
231,"124 W 183rd St, Bronx, NY 10453, USA"
232,"1523 Glover St, Bronx, NY 10462, USA"
233,"2927 W 8th St, Brooklyn, NY 11224, USA"
234,"45-06 215th St, Flushing, NY 11361, USA"
235,"92-15 Northern Blvd, East Elmhurst, NY 11369, USA"
236,"263 Tompkins Ave, Brooklyn, NY 11216, USA"
237,"127 Utica Ave, Brooklyn, NY 11213, USA"
238,"5-47 50th Ave, Long Island City, NY 11101, USA"
239,"3016 Webster Ave, Bronx, NY 10467, USA"
240,"92-20 De Sota Rd, Far Rockaway, NY 11693, USA"
241,"168-02 91st Ave, Jamaica, NY 11432, USA"
242,"94-43 43rd Avenue, Flushing, NY 11373, USA"
243,"19 Elizabeth St, New York, NY 10013, USA"
244,"487 Broadway, Brooklyn, NY 11211, USA"
245,"451 W 151st St, New York, NY 10031, USA"
246,"257 Alexander Ave, Bronx, NY 10454, USA"
247,"250 W 135th St, New York, NY 10030, USA"
248,"301 Gold St, Brooklyn, NY 11201, USA"
249,"5822 16th Ave, Brooklyn, NY 11204, USA"
250,"2179 Amsterdam Ave, New York, NY 10032, USA"
251,"100 Longwood Ave, Bronx, NY 10459, USA"
252,"850 Washington Ave, Bronx, NY 10451, USA"
253,"306 W 54th St, New York, NY 10019, USA"
254,"103-53 101st St, Jamaica, NY 11417, USA"
255,"970 Sanders St, Staten Island, NY 10314, USA"
256,"3450 Kingsbridge Ave, Bronx, NY 10463, USA"
257,"18 Ralph Ave, Brooklyn, NY 11221, USA"
258,"230 W 20th St, New York, NY 10011, USA"
259,"154 29th St, Brooklyn, NY 11232, USA"
260,"191 Union St, Brooklyn, NY 11231, USA"
261,"233 W 10th St, New York, NY 10014, USA"
262,"321 E 5th St, New York, NY 10003, USA"
263,"319 65th St, Brooklyn, NY 11220, USA"
264,"5557 6th Ave, Brooklyn, NY 11220, USA"
265,"116 Main St, Staten Island, NY 10307, USA"
266,"4295 Broadway, New York, NY 10033, USA"
267,"37-09 Union St, Flushing, NY 11354, USA"
268,"14 Beach St, New York, NY 10013, USA"
269,"1913 Bath Ave, Brooklyn, NY 11214, USA"
270,"357 W 35th St, New York, NY 10001, USA"
271,"16-12 Mott Ave, Far Rockaway, NY 11691, USA"
272,"102 Meserole Ave, Brooklyn, NY 11222, USA"
273,"205 E 20th St, New York, NY 10003, USA"
274,"850 3rd Ave, New York, NY 10022, USA"
275,"120 W 82nd St, New York, NY 10024, USA"
276,"2121 Eastchester Rd, Bronx, NY 10461, USA"
277,"68-40 Austin St, Flushing, NY 11375, USA"
278,"518 W 126th St, New York, NY 10027, USA"
279,"1842 Brooklyn Ave, Brooklyn, NY 11210, USA"
280,"132 Broome St, New York, NY 10002, USA"
281,"151 W 100th St, New York, NY 10025, USA"
282,"2271 Frederick Douglass Blvd, New York, NY 10027, USA"
283,"50 85th St Transverse, New York, NY 10128, USA"
284,"2340 Hylan Blvd, Staten Island, NY 10306, USA"
285,"683 Barbey St, Brooklyn, NY 11207, USA"
286,"331-341 Forbell St, Brooklyn, NY 11208, USA"
287,"2-34-2-38 Beach 20th St, Far Rockaway, NY 11691, USA"
288,"2140 Nostrand Ave, Brooklyn, NY 11210, USA"
289,"1302-1314 Arthur Kill Rd, Staten Island, NY 10312, USA"
290,"149 Empire Blvd, Brooklyn, NY 11225, USA"
291,"125 Schenectady Ave, Brooklyn, NY 11213, USA"
292,"243 Hart St, Brooklyn, NY 11206, USA"
293,"230-232 W 122nd St, New York, NY 10027, USA"
294,"970 Intervale Ave, Bronx, NY 10459, USA"
295,"100 W 126th St, New York, NY 10027, USA"
296,"950-1098 Kings Hwy, Brooklyn, NY 11223, USA"
297,"480-485 Central Park West, New York, NY 10025, USA"
298,"220-6-220-10 121st Ave, Cambria Heights, NY 11411, USA"
299,"3300-3498 Perry Ave, Bronx, NY 10467, USA"
300,"2108 Cross Bronx Expy, Bronx, NY 10472, USA"
301,"1307 W Farms Rd, Bronx, NY 10459, USA"
302,"149-99 Lowe Ct, Jamaica, NY 11435, USA"
303,"442 Lorimer St, Brooklyn, NY 11206, USA"
304,"99 Rockaway Ave, Brooklyn, NY 11233, USA"
305,"195-1-195-99 111th Rd, St. Albans, NY 11412, USA"
306,"Blue Residential Tower, New York, NY 10002, USA"
307,"33-48 97th St, Flushing, NY 11368, USA"
308,"2446-2470 Webster Ave, Bronx, NY 10458, USA"
309,"84-1-84-11 NY-25A, Jackson Heights, NY 11372, USA"
310,"363 W 18th St, New York, NY 10011, USA"
311,"235 W 30th St, New York, NY 10001, USA"
312,"453 Throop Ave, Brooklyn, NY 11221, USA"
313,"2451-2479 Beaumont Ave, Bronx, NY 10458, USA"
314,"14-0 Beach Channel Dr, Far Rockaway, NY 11691, USA"
315,"32-61 85th St, East Elmhurst, NY 11370, USA"
316,"841-905 Westchester Ave, Bronx, NY 10455, USA"
317,"107 W 143rd St, New York, NY 10030, USA"
318,"815 Avenue Z, Brooklyn, NY 11235, USA"
319,"23-30 Broadway, Long Island City, NY 11106, USA"
320,"408 59th St, Brooklyn, NY 11220, USA"
321,"312-314 W 113th St, New York, NY 10026, USA"
322,"Baychester Ave, Bronx, NY 10475, USA"
323,"2548 Decatur Ave, Bronx, NY 10458, USA"
324,"624 E 22nd St, Brooklyn, NY 11226, USA"
325,"119-123 Rockaway Pkwy, Brooklyn, NY 11212, USA"
326,"31-72-31-76 36th St, Astoria, NY 11106, USA"
327,"820 Thieriot Ave, Bronx, NY 10473, USA"
328,"124 Audubon Ave, New York, NY 10032, USA"
329,"127 Merrick Blvd, Jamaica, NY 11434, USA"
330,"114-1-114-25 Sutphin Blvd, Jamaica, NY 11435, USA"
331,"2-34 Seabring St, Brooklyn, NY 11231, USA"
332,"186 Norwood Ave, Brooklyn, NY 11208, USA"
333,"101-105 N Portland Ave, Brooklyn, NY 11205, USA"
334,"668 Msgr. Gerald J. Ryan Blvd, Bronx, NY 10454, USA"
335,"71507 Grand Army Plaza, New York, NY 10019, USA"
336,"10209 103rd St, Howard Beach, NY 11414, USA"
337,"1057-1061 Carroll St, Brooklyn, NY 11225, USA"
338,"656-678 Henderson Ave, Staten Island, NY 10310, USA"
339,"580-584 Albany Ave, Brooklyn, NY 11203, USA"
340,"133 Waverly Pl, New York, NY 10011, USA"
341,"32 W Burnside Ave, Bronx, NY 10453, USA"
342,"104-52-104-54 Roosevelt Ave, Corona, NY 11368, USA"
343,"1884 Madison Ave, New York, NY 10035, USA"
344,"738-758 Stanley Ave, Brooklyn, NY 11207, USA"
345,"20-49-20-51 Elk Dr, Far Rockaway, NY 11691, USA"
346,"160-26-160-28 Baisley Blvd, Jamaica, NY 11434, USA"
347,"566 Havemeyer Ave, Bronx, NY 10473, USA"
348,"157-199 E 57th St, Brooklyn, NY 11203, USA"
349,"849 Bushwick Ave, Brooklyn, NY 11221, USA"
350,"755 Park Ave, Brooklyn, NY 11206, USA"
351,"114 W 125th St, New York, NY 10027, USA"
352,"627-631 Crescent St, Brooklyn, NY 11208, USA"
353,"100 W 34th St, New York, NY 10001, USA"
354,"941 E 78th St, Brooklyn, NY 11236, USA"
355,"775-777 Fox St, Bronx, NY 10455, USA"
356,"1205 Utica Ave, Brooklyn, NY 11203, USA"
357,"626 Autumn Ave, Brooklyn, NY 11208, USA"
358,"540-550 Ocean Ave, Brooklyn, NY 11226, USA"
359,"632 Lincoln Ave, Brooklyn, NY 11208, USA"
360,"922-9220 Jamaica Ave, Woodhaven, NY 11421, USA"
361,"207 Remsen Ave, Brooklyn, NY 11212, USA"
362,"232-45-232-99 Merrick Blvd, Laurelton, NY 11413, USA"
363,"533 Williams Ave, Brooklyn, NY 11207, USA"
364,"120 Benchley Pl, Bronx, NY 10475, USA"
365,"147 Essex St, Brooklyn, NY 11208, USA"
366,"49 Madison St, New York, NY 10038, USA"
367,"99 Carver Loop, Bronx, NY 10475, USA"
368,"2824 Fulton St, Brooklyn, NY 11207, USA"
369,"425 E 13th St, New York, NY 10009, USA"
370,"835 Hancock St, Brooklyn, NY 11233, USA"
371,"3250-3258 Broadway, New York, NY 10027, USA"
372,"59 Thatford Ave, Brooklyn, NY 11212, USA"
373,"8701 Avenue B, Brooklyn, NY 11236, USA"
374,"103-29-103-35 97th St, Ozone Park, NY 11417, USA"
375,"11-30-11-36 McBride St, Far Rockaway, NY 11691, USA"
376,"25-9-25-11 35th Ave, Astoria, NY 11106, USA"
377,"10-75 Irving Ave, Ridgewood, NY 11385, USA"
378,"288 St Nicholas Ave, New York, NY 10027, USA"
379,"2028 McDonald Ave, Brooklyn, NY 11223, USA"
380,"1508-1510 St Nicholas Ave, New York, NY 10033, USA"
381,"923 Livonia Ave, Brooklyn, NY 11208, USA"
382,"65-69 Buffalo Ave, Brooklyn, NY 11233, USA"
383,"37-42-37-44 101st St, Corona, NY 11368, USA"
384,"366 39th St, Brooklyn, NY 11232, USA"
385,"256 New York Ave, Brooklyn, NY 11216, USA"
386,"108-98 114th St, South Richmond Hill, NY 11419, USA"
387,"128 W 44th St, New York, NY 10036, USA"
388,"1925 Grand Concourse, Bronx, NY 10453, USA"
389,"598 Academy St, New York, NY 10034, USA"
390,"1147 Wheeler Ave, Bronx, NY 10472, USA"
391,"430 Powell St, Brooklyn, NY 11212, USA"
392,"300 Myrtle Ave, Brooklyn, NY 11205, USA"
393,"420 E 111th St, New York, NY 10029, USA"
394,"116-39-116-43 196th St, St. Albans, NY 11412, USA"
395,"121-141 Kingsborough 1st Walk, Brooklyn, NY 11233, USA"
396,"1215 Adee Ave, Bronx, NY 10469, USA"
397,"416A Lafayette Ave, Brooklyn, NY 11238, USA"
398,"238-284 Weirfield St, Brooklyn, NY, USA"
399,"154-1-154-5 71st Ave, Flushing, NY 11367, USA"
400,"96-136 N Oxford Walk, Brooklyn, NY 11205, USA"
401,"398 W 45th St, New York, NY 10036, USA"
402,"4548-4558 Broadway, New York, NY 10040, USA"
403,"7901 Glenwood Rd, Brooklyn, NY 11236, USA"
404,"1649-1653 Broadway, Brooklyn, NY 11207, USA"
405,"2824-2828 Broadway, New York, NY 10025, USA"
406,"2669 Webster Ave, Bronx, NY 10458, USA"
407,"593 E Tremont Ave, Bronx, NY 10457, USA"
408,"191 Avenue S, Brooklyn, NY 11223, USA"
409,"55 Herkimer St, Brooklyn, NY 11216, USA"
410,"8456-8472 148th St, Briarwood, NY 11435, USA"
411,"13520 Jamaica Ave, Richmond Hill, NY 11418, USA"
412,"58-30 207th St, Flushing, NY 11364, USA"
413,"415 Pelton Ave, Staten Island, NY 10310, USA"
414,"I-278, Brooklyn, NY 11232, USA"
415,"1746-1750 Pitkin Ave, Brooklyn, NY 11212, USA"
416,"219-227 Audubon Ave, New York, NY 10033, USA"
417,"84-25 118th St, Jamaica, NY 11415, USA"
418,"2044-2046 E 24th St, Brooklyn, NY 11229, USA"
419,"2545 Linden Blvd, Brooklyn, NY 11208, USA"
420,"2316-2320 Grand Ave, Bronx, NY 10468, USA"
421,"9935 Shore Rd, Brooklyn, NY 11209, USA"
422,"52 E 32nd St, New York, NY 10016, USA"
423,"1466-1470 Broadway, New York, NY 10036, USA"
424,"48-20 Utopia Pkwy, Fresh Meadows, NY 11365, USA"
425,"1300-1302 Rosedale Ave, Bronx, NY 10472, USA"
426,"141 Malcolm X Blvd, Brooklyn, NY 11221, USA"
427,"31-33 Elizabeth St, Staten Island, NY 10310, USA"
428,"337 Stanhope St, Brooklyn, NY 11237, USA"
429,"128-200 Beach 25th St, Far Rockaway, NY 11691, USA"
430,"85 Central Ave, Brooklyn, NY 11206, USA"
431,"1245 President St, Brooklyn, NY 11225, USA"
432,"104-7-104-9 Liberty Ave, Ozone Park, NY 11417, USA"
433,"3207 Hull Ave, Bronx, NY 10467, USA"
434,"9201-9299 Church Ave, Brooklyn, NY 11212, USA"
435,"125 Dumont Ave, Brooklyn, NY 11212, USA"
436,"524 New Lots Ave, Brooklyn, NY 11207, USA"
437,"199 W 231st St, Bronx, NY 10463, USA"
438,"2411 Jerome Ave, Bronx, NY 10468, USA"
439,"168-1-168-9 88th Ave, Jamaica, NY 11432, USA"
440,"1653 1st Avenue, New York, NY 10028, USA"
441,"115-23 Jamaica Ave, Jamaica, NY 11418, USA"
442,"1379-1449 Bergen St, Brooklyn, NY 11213, USA"
443,"414 Park Ave S, New York, NY 10016, USA"
444,"610-620 W 141st St, New York, NY 10031, USA"
445,"200 W 33rd St, New York, NY 10001, USA"
446,"725 Howard Ave, Brooklyn, NY 11212, USA"
447,"131-133 W 25th St, New York, NY 10001, USA"
448,"367-369 Vernon Ave, Brooklyn, NY 11206, USA"
449,"145-147 E 48th St, New York, NY 10017, USA"
450,"428 Utica Ave, Brooklyn, NY 11213, USA"
451,"391-397 Lisk Ave, Staten Island, NY 10303, USA"
452,"631-671 Gates Ave, Brooklyn, NY 11221, USA"
453,"1199-1221 E 53rd St, Brooklyn, NY 11234, USA"
454,"169 S 5th St, Brooklyn, NY 11211, USA"
455,"277-283 MacDougal St, Brooklyn, NY 11233, USA"
456,"260 Park Hill Ave, Staten Island, NY 10304, USA"
457,"154 Vassar St, Staten Island, NY 10314, USA"
458,"38-18 147th St, Flushing, NY 11354, USA"
459,"2327 Crotona Ave, Bronx, NY 10458, USA"
460,"1499 W 9th St, Brooklyn, NY 11204, USA"
461,"532 5th Ave, Brooklyn, NY 11215, USA"
462,"7516-7518 5th Ave, Brooklyn, NY 11209, USA"
463,"1199 E 40th St, Brooklyn, NY 11210, USA"
464,"2126-2140 Nostrand Ave, Brooklyn, NY 11210, USA"
465,"291 Livingston St, Brooklyn, NY 11217, USA"
466,"1211-1223 Myrtle Ave, Brooklyn, NY 11221, USA"
467,"102-99 110th St, South Richmond Hill, NY 11419, USA"
468,"89-27 204th St, Jamaica, NY 11423, USA"
469,"106 Alabama Ave, Brooklyn, NY 11207, USA"
470,"709-711 Nostrand Ave, Brooklyn, NY 11216, USA"
471,"877-925 Union Ave, Bronx, NY 10459, USA"
